scenario,severity,repeat,seed,accuracy,balanced_accuracy,macro_f1,weighted_f1,macro_f1_change_vs_clean,seconds
contiguous_gap,0.2,15,151753,0.9555555555555556,0.8983545578126166,0.8939046426649104,0.9559065932208615,-0.003238220452002283,0.2581733570000324
contiguous_gap,0.2,16,161753,0.9566666666666667,0.8986965550766386,0.896263649839147,0.9569518577734049,-0.0008792132777657446,0.25787207799999123
contiguous_gap,0.2,17,171753,0.9544444444444444,0.8917756104441956,0.8900475411113709,0.9548839390711731,-0.00709532200554186,0.2565775699999904
contiguous_gap,0.2,18,181753,0.9566666666666667,0.9019796920768486,0.8954923666940335,0.9572673435926449,-0.0016504964228791774,0.2643045050001547
contiguous_gap,0.2,19,191753,0.9566666666666667,0.9034565986289431,0.8971428631169127,0.9571211687821545,0.0,0.2596496329999809
linear_sensor_drift,0.05,0,2120,0.9555555555555556,0.9078746449172259,0.897522293635597,0.9562900655594189,0.00037943051868427613,0.20218350999994072
linear_sensor_drift,0.05,1,12120,0.9544444444444444,0.9021190812056381,0.8907491431300021,0.9550710752118324,-0.006393719986910629,0.20391157900007784
linear_sensor_drift,0.05,2,22120,0.9533333333333334,0.8970170403893115,0.8872585565907042,0.9539121727308812,-0.00988430652620853,0.20342518999996173
linear_sensor_drift,0.05,3,32120,0.9566666666666667,0.8959897718528554,0.8927596400779927,0.9569849670330983,-0.0043832230389200255,0.1965738170001714
linear_sensor_drift,0.05,4,42120,0.9533333333333334,0.8922569968370069,0.8852699508300842,0.9538651713329249,-0.011872912286828519,0.19134123300000283
linear_sensor_drift,0.05,5,52120,0.96,0.9187627210779227,0.9064867707972777,0.9606883631669059,0.009343907680364971,0.19993438100004823
linear_sensor_drift,0.05,6,62120,0.9577777777777777,0.9139722058928357,0.9040216610170295,0.9585443566735934,0.0068787979001168065,0.20089114600000357
linear_sensor_drift,0.05,7,72120,0.9511111111111111,0.8990398290850508,0.8879165583828887,0.9518673675100008,-0.009226304734023971,0.2058467419999488
linear_sensor_drift,0.05,8,82120,0.9577777777777777,0.9160254662213573,0.9063951200314837,0.9584913201276838,0.009252256914570989,0.20867921899980502
linear_sensor_drift,0.05,9,92120,0.9588888888888889,0.9061938534855086,0.9032859558674662,0.959277364693917,0.006143092750553469,0.20434219400021902
linear_sensor_drift,0.05,10,102120,0.9566666666666667,0.9102699025097695,0.9012561112323048,0.9572406868337899,0.004113248115392043,0.1980074200000672
linear_sensor_drift,0.05,11,112120,0.9566666666666667,0.9007498154051602,0.8976796270736216,0.9570162417424064,0.0005367639567088744,0.20153585200000634
